id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
972639;Edinburgh Waterfront Apartment;5221777;Grant;;Granton West and Salvesen;55.97848;-3.25024;Entire home/apt;150;3;71;28/08/2022;0.64;2;327;14;
979098;Well Located 2 Bed Apartment;5358963;John Paul;;Hillside and Calton Hill;55.95793;-3.17269;Entire home/apt;119;3;73;13/08/2019;0.66;1;2;0;
984471;Pretty Cottage with Patio & Free Parking;5399236;Shân And Craig;;Balerno and Bonnington Village;55.88883;-3.34193;Entire home/apt;120;2;64;24/11/2019;0.56;1;255;0;
984764;The Royal Mile Apartment. Edinburgh;793141;Marion;;Old Town, Princes Street and Leith Street;55.95164;-3.18216;Entire home/apt;203;2;229;29/08/2022;2.01;2;283;6;
987075;Stunning Entire 3-BR Hidden Gem in City Centre;3347799;Stuart;;New Town West;55.95773;-3.19923;Entire home/apt;229;2;137;08/09/2022;1.19;28;135;58;
994272;Luxury Flat Overlooking Royal Park;2280137;Gill;;Abbeyhill;55.95499;-3.16413;Entire home/apt;156;4;62;23/08/2022;0.55;10;66;11;
996902;Lovely double bedroom near the sea;3300633;Sarah;;Portobello;55.95128;-3.11473;Private room;35;4;30;25/03/2020;0.3;2;246;0;
1006563;Huge central garden double room;62556108;Roberta;;Broughton South;55.96237;-3.19163;Private room;75;2;27;27/08/2022;0.24;1;285;18;
1012100;Grassmarket & Castle Views in Central Edinburgh;5568021;Susan & Amit;;Old Town, Princes Street and Leith Street;55.94733;-3.19475;Entire home/apt;73;28;195;30/08/2022;1.71;1;155;11;
1021112;Great Little Flat Central Location;5619899;Charlotte;;Pilrig;55.96503;-3.17847;Entire home/apt;68;3;220;04/06/2022;1.91;1;69;16;
1037544;Penthouse room on the seafront in Edinburgh;5711578;Dan And Alex;;Granton and Royston Mains;55.98509;-3.22858;Private room;55;3;316;10/09/2022;2.79;2;112;42;
1054693;Victorian house for 6+ in Leith;5796755;Stephen;;Leith (Hermitage and Prospect Bank);55.9674;-3.16066;Entire home/apt;120;2;12;28/08/2018;0.11;1;57;0;
1062976;Charming & central double bedroom;5850931;Amanda;;Stockbridge;55.96068;-3.20987;Private room;120;1;40;12/07/2022;0.36;2;156;14;
1063926;High St Flat - Amazing Views!;5856601;Jo;;Old Town, Princes Street and Leith Street;55.95144;-3.19047;Entire home/apt;154;1;249;01/08/2022;2.52;2;283;55;
1064939;Central yet quiet with parking;3540665;Abbey;;Canongate, Southside and Dumbiedykes;55.951126;-3.176156;Entire home/apt;151;3;292;07/09/2022;2.64;2;255;35;
1075867;Festival city centre style. peace and comfort;5919312;Fran;;New Town West;55.95423;-3.2068;Private room;125;4;51;31/08/2022;0.45;1;0;3;
1081177;Double room in Historic Georgian Home;5946677;Felicitas;;New Town West;55.95508;-3.20249;Private room;165;1;29;30/08/2022;0.26;2;323;16;
1095832;The Ramp House with hydrospa;2550832;Thea;;Joppa;55.9518;-3.10942;Entire home/apt;140;3;25;26/07/2019;0.22;1;0;0;
1102389;Spacious  3 bedroom flat walk to all attractions;6055151;Daniela;;Meadows and Southside;55.94103;-3.20287;Entire home/apt;99;1;15;30/05/2022;0.14;6;28;1;
1113934;A sunny garden house. Edinburgh;4753573;Fiona;;Carrick Knowe;55.93951;-3.27635;Entire home/apt;95;5;123;19/08/2022;1.1;1;97;14;
1136639;Lovely 3 bed flat near The Meadows;851172;Zeb David;;Marchmont East and Sciennes;55.93702;-3.1944;Entire home/apt;311;2;9;26/08/2018;0.09;16;12;0;
1144993;Picardy Place Apartment. Edinburgh.;6278119;Giovanna;;Old Town, Princes Street and Leith Street;55.95627;-3.18481;Entire home/apt;220;2;113;26/08/2022;1.01;2;287;27;
1179472;Central Edinburgh Studio Flat;2280137;Gill;;New Town West;55.95395;-3.19944;Entire home/apt;90;3;250;30/08/2022;2.21;10;66;38;
1186205;Central sunny. great views 3bedroom;6055151;Daniela;;Meadows and Southside;55.94173;-3.20074;Entire home/apt;133;1;156;04/09/2022;1.39;6;28;41;
1197834;Twin room in Historic Georgian Home;5946677;Felicitas;;New Town West;55.95656;-3.20055;Private room;135;1;104;10/09/2022;0.98;2;334;39;
1202178;Great View flat in centre 3 bedroom flat;6055151;Daniela;;Meadows and Southside;55.94103;-3.20287;Entire home/apt;149;1;402;29/08/2022;3.63;6;28;35;
1218282;Central Edinburgh Double Sunny Room;6617731;Sarah;;Broughton South;55.96345;-3.17889;Private room;75;3;54;28/08/2022;0.48;1;77;3;
1226054;Central apartment with castle view;6687814;Charlotte;;Old Town, Princes Street and Leith Street;55.94644;-3.19969;Entire home/apt;91;2;787;09/09/2022;6.98;2;139;105;
1232851;Central. Spacious. Accessible Apt. with parking.;6711320;Edele;;Broughton South;55.96285;-3.18715;Entire home/apt;200;2;87;07/08/2022;0.86;1;34;17;
1237714;carlton · CITY RETREAT EDINBURGH city centre;6748379;City Retreat;;Hillside and Calton Hill;55.95627;-3.17459;Entire home/apt;407;1;77;06/08/2022;0.73;8;328;10;
1263821;Comfortable room. family home. own shower & toilet;6880928;Kathy;;Willowbrae and Duddingston Village;55.95264;-3.14846;Private room;62;2;42;23/11/2020;0.38;1;11;0;
1268676;A Room with a View! Modern Flat.;6905817;Fiona;;Blackhall;55.95743;-3.24437;Entire home/apt;100;2;68;09/09/2022;0.73;1;237;34;
1270267;Basement garden flat nr Leith shore;6913447;Julie;;North Leith and Newhaven;55.97533;-3.18155;Entire home/apt;119;3;3;31/07/2015;0.03;1;360;0;
1278202;Bedroom Annexe with private parking;6909306;Liz;;Broughton South;55.96237;-3.18284;Entire home/apt;72;2;439;05/09/2022;3.95;1;23;50;
1293370;Super King room in the heart of town;257536681;Marcus;;Old Town, Princes Street and Leith Street;55.95456;-3.18601;Private room;54;1;937;12/09/2022;8.39;2;269;111;
1293596;Cozy double room in the heart of Edinburgh;257536681;Marcus;;Old Town, Princes Street and Leith Street;55.95448;-3.18603;Private room;50;1;918;12/09/2022;8.2;2;242;115;
1295662;Room in house with beautiful views;2035652;Liz;;Comiston and Swanston;55.89934;-3.22004;Private room;50;2;31;28/05/2019;0.28;2;42;0;
1313180;Stylish seaside flat;7136027;Jamie;;Portobello;55.95415;-3.11466;Entire home/apt;108;4;63;29/08/2022;0.67;1;332;21;
1316783;Stylish Elegant Central 5 Bed Townhouse fast wifi;2605039;John;;Deans Village;55.95108;-3.21628;Entire home/apt;157;1;171;03/08/2022;1.54;2;257;7;
1329076;New Town 2bed in fantastic location;6200921;Eddie;;Old Town, Princes Street and Leith Street;55.95722;-3.18732;Entire home/apt;167;2;203;30/08/2022;1.83;22;150;12;
1339376;Lovely central double room + bkfst;7263121;Cary;;Bruntsfield;55.939;-3.2093;Private room;69;2;362;09/09/2022;3.27;1;271;36;
1340104;3 double b/r to let Newington;7268167;John;;Meadows and Southside;55.94083;-3.18263;Entire home/apt;200;3;10;06/08/2018;0.09;3;1;0;
1345499;Private room in city. nearby park and canal.;7205191;Leslie;;Polwarth;55.93876;-3.22369;Private room;52;2;314;30/08/2022;2.82;1;35;41;
1346640;Stunning New Town Apartment;7305970;Jennifer;;New Town West;55.95613;-3.19891;Entire home/apt;140;3;146;10/09/2022;1.32;1;309;25;
1358157;Double Room in Handy Location;4789262;Emmanuel;;Boswall and Pilton;55.97186;-3.23179;Private room;30;3;75;31/08/2022;0.68;1;257;1;
1360543;Lovely Room Magnificent Townhouse;7385507;Jim;;Deans Village;55.94985;-3.21821;Private room;100;90;18;03/01/2018;0.16;1;269;0;
1369628;3 b/r flat to let in Newington (MS);7268167;John;;Meadows and Southside;55.9431;-3.17991;Entire home/apt;180;3;10;27/08/2018;0.1;3;62;0;
1382020;Cosy & Quiet City Centre Apartment by Calton Hill;7483064;Rosanna;;Hillside and Calton Hill;55.95709;-3.1754;Entire home/apt;75;3;108;29/08/2022;0.97;1;72;5;
1382074;Heart of old town - entire flat;7483767;Sam;;Old Town, Princes Street and Leith Street;55.95127;-3.19113;Entire home/apt;92;2;187;19/08/2022;1.69;3;95;40;
1396824;Botanics – large light double room;836025;Jan;;Broughton North and Powderhall;55.96326;-3.2011;Private room;65;2;63;01/01/2020;0.57;1;238;0;
1429868;Ideal House. Leith. Edinburgh;6207176;Janice;;The Shore and Constitution Street;55.97485;-3.16822;Entire home/apt;400;2;198;11/09/2022;1.79;1;293;37;
1443526;Botanic Gardens double bed en suite;7751141;Gina;;Inverleith, Goldenacre and Warriston;55.96547;-3.2023;Private room;72;1;99;26/08/2022;0.9;1;322;6;
1448024;Chessels Court. The Royal Mile. Edinburgh;7772223;Oliver;;Old Town, Princes Street and Leith Street;55.95029;-3.18295;Entire home/apt;166;2;107;05/09/2022;0.96;2;16;31;
1455048;Flat on the Royal Mile. Edinburgh;7803845;Andrew;;Canongate, Southside and Dumbiedykes;55.95019;-3.18176;Entire home/apt;121;2;307;12/09/2022;2.77;1;318;55;
1455678;Lovely sunny/peaceful double room.;3503210;Toby;;Meadows and Southside;55.94116;-3.18201;Private room;100;25;14;26/08/2019;0.18;1;350;0;
1457502;Stay in the city. 5 minutes to Princes  Street;7741329;Trudi;;New Town West;55.95587;-3.19345;Entire home/apt;241;2;265;06/08/2022;2.45;4;316;55;
1464905;Lovely Leith 1 Bedroom Flat;7848001;Sarah;;South Leith;55.96633;-3.17098;Entire home/apt;198;3;20;01/01/2020;0.18;3;365;0;
1466786;Beautiful room in the Dell!;7407689;Anne-Marie;;Colinton and Kingsknowe;55.90926;-3.25706;Private room;59;2;153;11/09/2022;1.39;3;326;32;
1471134;Private Double en-suite bedroom;7876276;Rupa;;Siverknowes and Davidson's Mains;55.96971;-3.26589;Private room;66;7;0;;;1;360;0;
1474278;Large spare room in lovely Leith;7848001;Sarah;;South Leith;55.96644;-3.16966;Private room;149;3;2;04/08/2014;0.02;3;365;0;
1482995;Luxury Holyrood flat. free parking;4103872;Anne;;Abbeyhill;55.95536;-3.16671;Entire home/apt;150;5;79;11/09/2022;0.74;1;286;26;
1506509;F1- Very nice City Centre Apartment;8047634;Uwe;;Old Town, Princes Street and Leith Street;55.95513;-3.18492;Entire home/apt;130;3;301;21/08/2022;2.72;5;75;32;
1520120;Holyrood Park apartment;8113735;Petrea;;Meadowbank and Abbeyhill North;55.95563;-3.16069;Entire home/apt;96;3;274;11/07/2022;2.51;2;23;24;
1521006;VERY CENTRAL COSY ROOM WITH A VIEW;1432262;Alex;;Old Town, Princes Street and Leith Street;55.95595;-3.18934;Private room;151;1;330;25/08/2022;2.99;1;3;14;
1521555;Relax at a Cozy. Quirky Flat;8062516;Jean-Luc;;Broughton South;55.96199;-3.19169;Entire home/apt;125;2;188;30/08/2022;2.39;1;57;50;
1533442;Stunning Penthouse with Gorgeous Views and Free Parking;2564448;Fiona;;Broughton South;55.96254;-3.18572;Entire home/apt;269;2;161;28/08/2022;1.51;2;284;26;
1553455;Old Town flat with open views;8272546;Andrew;;Old Town, Princes Street and Leith Street;55.94649;-3.18882;Entire home/apt;136;3;144;20/08/2022;2.89;4;37;24;
1556996;Vibrant Flat with Fantastic Views by the Royal Mile;8272546;Andrew;;Old Town, Princes Street and Leith Street;55.94996;-3.19365;Entire home/apt;184;3;155;19/08/2022;3.06;4;84;30;
1559515;The York Place Residence;646220;Reserve;;New Town East and Gayfield;55.95722;-3.19257;Entire home/apt;335;1;26;09/08/2022;0.29;46;239;9;
1573428;Stylishly Converted Coach House;8307317;Ali & Al;;Newington and Dalkeith Road;55.93807;-3.17537;Entire home/apt;82;2;315;29/08/2022;2.87;1;163;37;
1588570;Walk along the Royal Mile from an Elegant Apartment;5281968;Wendy;;Old Town, Princes Street and Leith Street;55.95066;-3.19206;Entire home/apt;149;2;233;28/08/2022;2.73;1;271;47;
1612493;Comfortable 2 bed room wifi/parking;8584541;Louise And Jim;;Liberton West and Braid Hills;55.91301;-3.16722;Private room;35;2;72;26/11/2019;0.67;1;0;0;
1630710;Spacious Old Town Apartment with 2 Bathrooms;8665862;Jana;;Old Town, Princes Street and Leith Street;55.94819;-3.18548;Entire home/apt;99;5;287;29/08/2022;2.67;3;93;40;
1676884;Royal Mile One Apartment. city centre;7741329;Trudi;;Canongate, Southside and Dumbiedykes;55.95256;-3.17714;Entire home/apt;237;2;265;29/08/2022;2.71;4;324;50;
1705648;Quiet Royal Mile Flat. own door. nothing shared;9002556;Alan;;Old Town, Princes Street and Leith Street;55.94806;-3.18746;Entire home/apt;79;3;428;10/09/2022;4.02;1;113;76;
1724079;City Centre Suite. Edinburgh;7182547;Keiko & Donald;;Old Town, Princes Street and Leith Street;55.9549;-3.19124;Entire home/apt;91;2;297;08/09/2022;2.78;2;221;75;
1744689;Holyroodhouse Palace Apt. free pvt. parking;9183864;Deborah;;Canongate, Southside and Dumbiedykes;55.95399;-3.17409;Entire home/apt;101;1;564;13/09/2022;5.19;1;302;84;
1750577;Spacious double in New Town flat;7308331;Neil;;New Town West;55.95719;-3.19632;Private room;55;2;241;29/08/2022;2.23;1;3;4;
1788889;Large Double Room In Quirky Central Basement Flat;4051935;Sara;;Meadows and Southside;55.9432;-3.18363;Private room;44;2;367;29/08/2022;4.73;2;175;45;
1803803;Courtyard setting near airport-2;3608201;Vicky;;Ratho, Ingliston and Gogar;55.91515;-3.34778;Private room;88;1;257;11/09/2022;2.38;3;127;86;
1813469;Central 2bd g/floor flat w/ parking;9322146;Catherine;;Broughton North and Powderhall;55.96445;-3.19971;Entire home/apt;76;2;246;07/09/2022;2.4;1;102;37;
1824918;charming flat in stockbridge;5850931;Amanda;;Stockbridge;55.96057;-3.20846;Entire home/apt;230;2;80;27/08/2022;0.79;2;208;10;
1830150;Royal Mile Apt4 -Historic Old Town Centre;2404912;Carol;;Canongate, Southside and Dumbiedykes;55.95078;-3.183;Entire home/apt;103;2;293;12/09/2022;2.77;3;175;41;
1838241;Edinburgh City Character Apartment;6422700;Margaret;;The Grange;55.93139;-3.17659;Entire home/apt;150;3;8;19/08/2022;0.08;1;40;1;
1855910;Big sunny flat. free street parking;9686193;Simon & Anna;;Shandon;55.93285;-3.23503;Entire home/apt;53;6;267;01/08/2021;2.51;2;0;0;
1894952;New Town Apartment - 5 Bedroom;1521996;Armando;;Old Town, Princes Street and Leith Street;55.95624;-3.19187;Entire home/apt;397;2;135;14/08/2022;1.27;3;168;30;
1900156;Garden flat Edinburgh city centre;8081157;Wietze;;Canongate, Southside and Dumbiedykes;55.9437;-3.18457;Entire home/apt;349;5;8;01/09/2022;0.56;1;248;6;
1904499;Spectacular Central Edinburgh Flat;9887096;Duncan;;New Town East and Gayfield;55.96023;-3.18496;Entire home/apt;204;2;42;16/07/2022;0.4;1;244;8;
1916313;Lovely 1 bed flat nr. city centre - 5 star reviews;9895666;Dario;;Easter Road and Hawkhill Avenue;55.96275;-3.16946;Entire home/apt;104;4;58;03/01/2020;0.55;1;0;0;
1917933;Charming flat in Georgian house;9943983;Dawn;;Stockbridge;55.95648;-3.2116;Entire home/apt;97;1;391;10/09/2022;3.7;1;151;60;
1920609;Castle View. Grassmarket;9956038;Lynne;;Old Town, Princes Street and Leith Street;55.94655;-3.19972;Entire home/apt;136;3;328;05/09/2022;3.15;5;141;46;
1925041;Comfy room for a Scottish adventure;4710282;Kira;;Broughton South;55.96435;-3.18593;Private room;69;1;27;26/08/2022;0.25;3;34;3;
1933587;Serenity Single Room in the Dell;7407689;Anne-Marie;;Colinton and Kingsknowe;55.90868;-3.25651;Private room;37;2;92;08/09/2022;0.9;3;269;25;
1935248;Free private parking near Royal Mile;10014078;Lynn;;Abbeyhill;55.95438;-3.16924;Entire home/apt;119;1;26;16/08/2022;0.73;2;113;16;
1949182;Royal Mile Apartment Edinburgh;10078285;Click And Rent Edinburgh;;Old Town, Princes Street and Leith Street;55.95062;-3.18655;Entire home/apt;166;2;504;27/08/2022;4.71;16;87;61;
1951726;"New Town. 2 Bed Mews ""City Cottage""";9045505;Anna;;New Town West;55.9564;-3.20551;Entire home/apt;105;3;126;08/03/2020;1.3;1;0;0;
1965597;Shaftesbury Park;10153319;Anke-Beate;;Shandon;55.93312;-3.22896;Entire home/apt;103;3;481;12/09/2022;4.6;1;99;56;
1979357;Spacious Canalside Apartment;10215306;Yana;;Polwarth;55.938431;-3.218362;Entire home/apt;105;2;255;29/08/2022;2.39;1;64;41;
1998782;Large Duplex Flat with Roof Balcony;10273399;Dave;;Great Junction Street;55.97229;-3.17317;Entire home/apt;173;5;37;30/08/2021;0.35;3;39;0;
2002708;Bright warm beautiful central flat;851172;Zeb David;;Easter Road and Hawkhill Avenue;55.961803;-3.170706;Entire home/apt;75;2;5;06/12/2021;0.05;16;0;1;
2010234;Cosy Edinburgh cottage. near Portobello beach;10344877;Fiona;;Duddingston and Portobello South;55.94478;-3.11744;Entire home/apt;172;3;22;31/07/2022;0.22;1;288;11;
2073734;Tytler Gardens - Quiet central loc;10326878;James And Mandy;;Abbeyhill;55.955;-3.17034;Entire home/apt;131;3;36;02/08/2022;0.35;2;57;5;
2081006;Quartermile Luxury Apartment;6200921;Eddie;;Meadows and Southside;55.9436;-3.19233;Entire home/apt;178;2;53;02/09/2022;0.53;22;153;19;
2085182;BEAUTIFUL ROOM - CENTRAL & QUIET;3088607;Liam;;Canongate, Southside and Dumbiedykes;55.94431;-3.18393;Private room;65;1;49;03/06/2022;0.47;2;318;13;
2085789;No longer available but Airbnb can’t delete add;10651016;Craig;;Leith (Albert Street);55.96329;-3.17321;Private room;2270;2;192;12/03/2020;1.82;3;0;0;
2095137;Views. Hammock. Sofa bed. Open Fire;4399269;Joseph;;Meadowbank and Abbeyhill North;55.9565;-3.16179;Entire home/apt;114;4;80;31/08/2022;0.85;1;363;17;
2101269;Victorian self contained apartment;7214862;David;;Blackford, West Mains and Mayfield Road;55.92839;-3.17131;Entire home/apt;100;21;55;31/08/2022;0.52;1;77;10;
2124038;Prvt Showerm/WC. large Double Bedrm;10832305;Ishbel;;Tollcross;55.94236;-3.20784;Private room;58;2;76;28/08/2022;0.73;1;14;6;
2129337;Charming room in Stockbridge. close to city center;5008572;Abi;;Stockbridge;55.95871;-3.21717;Private room;90;2;97;10/09/2022;0.92;1;59;8;
2130644;Charming stone house;6583131;Daphne;;Newington and Dalkeith Road;55.93423;-3.17081;Private room;73;1;76;11/09/2022;0.72;2;74;27;
2134507;First floor Victorian Edinburgh;10891785;Brett;;Hillside and Calton Hill;55.95984;-3.17325;Entire home/apt;111;2;80;02/01/2020;0.87;1;0;0;
2154598;Stylish Apartment near Royal Mile with Netflix!;3383535;Mario;;Abbeyhill;55.95501;-3.16758;Entire home/apt;106;1;418;04/09/2022;4.02;3;40;40;
2164211;Delightful Georgian Pied-à-Terre in Central New Town;11042962;Weng & Martin;;Stockbridge;55.95432;-3.21004;Entire home/apt;156;3;122;26/07/2022;1.18;1;235;15;
2186058;fabulous large double room;5021059;Kim;;Great Junction Street;55.97224;-3.17473;Private room;70;2;19;15/08/2022;0.19;2;347;2;
2213879;Large. sunny Edinburgh Apartment;4321390;Les;;New Town West;55.95552;-3.19359;Entire home/apt;600;3;25;21/08/2018;0.24;1;0;0;
2214080;Super 2 bedroom 2 bathroom cityflat;236828;Francois;;Deans Village;55.95242;-3.22039;Entire home/apt;159;3;27;29/08/2022;0.34;15;13;5;
2214202;Royal Mile Old Town Edinb'gh Castle;11294137;Paul;;Old Town, Princes Street and Leith Street;55.95028;-3.193;Entire home/apt;243;3;248;06/09/2022;2.36;7;294;46;
2214683;Spacious City Centre Apartment;236828;Francois;;New Town West;55.95679;-3.20121;Entire home/apt;170;3;19;10/08/2022;0.19;15;0;4;
2216793;City Centre 1Bed Flat w Castle View;11308118;Nathan;;Tollcross;55.9467;-3.20511;Entire home/apt;120;2;74;26/08/2022;0.72;1;0;2;
2220535;Royal Mile near Edinburgh Castle;11294137;Paul;;Old Town, Princes Street and Leith Street;55.94938;-3.19256;Entire home/apt;244;3;247;08/09/2022;2.36;7;247;44;
2220578;Stately Georgian Family Townhouse with Castle Views;3810279;Frederika And Agnes;;Deans Village;55.95301;-3.20368;Entire home/apt;574;2;109;21/08/2022;1.22;2;33;19;
2225760;City Centre Doubleroom - great area;10444994;Edward;;Broughton North and Powderhall;55.96225;-3.19403;Private room;180;1;20;26/09/2016;0.2;1;353;0;
2255294;Beautiful. Spacious. en-suite. twin room;11517033;Rose;;Moredun and Craigour;55.91252;-3.14116;Private room;55;2;63;27/08/2022;0.63;3;105;14;
2269972;Stunning 2 bedroom apartement;11592257;Heather;;Meadowbank and Abbeyhill North;55.95516;-3.15984;Entire home/apt;225;2;86;29/08/2022;0.86;1;39;6;
2294091;F2 Charming CityCentre Apartment full of character;8047634;Uwe;;Old Town, Princes Street and Leith Street;55.95435;-3.18609;Entire home/apt;124;3;336;18/08/2022;3.37;5;30;30;
2295392;Dovecot Mews Apartment;11724626;Kirsty;;Corstorphine;55.93807;-3.28301;Entire home/apt;96;2;143;29/08/2022;1.91;2;268;29;
2335870;Logie Green Road Apartment;7758204;Janice;;Broughton North and Powderhall;55.96544;-3.1973;Entire home/apt;130;3;26;06/08/2022;0.25;1;0;7;
2361169;Spacious Twin Room. Great location;12058157;Jennifer;;Clermiston and Drumbrae;55.95509;-3.29261;Private room;45;1;9;17/08/2018;0.11;2;11;0;
2377895;Fantastic Loft Style Apartment;7668608;Georgy;;Pilrig;55.96517;-3.17967;Entire home/apt;90;2;78;15/08/2022;0.75;1;3;4;
